"age","education_num","capital_gain","capital_loss","hours_per_week","native_country","income","married","male","race_white","race_asian_pac_islander","race_amer_indian_eskimo","race_black","race_other"
62,9,0,0,48," United-States",0,1,0,1,0,0,0,0
28,10,0,0,40," United-States",1,1,1,1,0,0,0,0
26,8,0,0,40," United-States",0,0,1,1,0,0,0,0
46,15,0,0,65," United-States",1,1,1,1,0,0,0,0
29,9,0,0,40," United-States",0,1,1,1,0,0,0,0
39,13,0,0,40," Philippines",1,1,1,0,1,0,0,0
25,14,0,0,35," United-States",0,0,0,1,0,0,0,0
20,10,0,0,35," United-States",0,0,0,1,0,0,0,0
21,10,0,0,40," United-States",0,0,1,1,0,0,0,0
25,13,0,0,50," United-States",0,0,1,1,0,0,0,0
44,15,0,0,50," United-States",1,1,1,1,0,0,0,0
37,9,0,0,38," United-States",0,0,1,1,0,0,0,0
50,14,7298,0,40," Philippines",1,1,1,0,1,0,0,0
29,9,0,0,40," United-States",0,1,0,1,0,0,0,0
18,10,0,0,21," United-States",0,0,0,0,0,0,1,0
32,13,0,0,40," United-States",0,0,0,1,0,0,0,0
58,11,0,0,60," United-States",0,1,0,1,0,0,0,0
50,9,0,0,40," United-States",1,1,1,1,0,0,0,0
29,10,0,0,18," United-States",0,0,0,1,0,0,0,0
58,9,0,0,60," United-States",1,1,1,1,0,0,0,0
29,10,0,0,40," United-States",0,0,0,1,0,0,0,0
36,9,0,0,45," United-States",1,1,1,1,0,0,0,0
21,9,0,0,35," United-States",0,0,1,1,0,0,0,0
49,9,0,0,40," United-States",0,1,0,1,0,0,0,0
60,14,0,0,50," United-States",0,1,0,1,0,0,0,0
39,10,3103,0,50," United-States",1,1,1,1,0,0,0,0
50,12,0,1902,40," United-States",1,1,1,1,0,0,0,0
30,10,0,0,48," United-States",0,0,0,1,0,0,0,0
64,9,0,0,20," United-States",0,1,1,1,0,0,0,0
29,12,0,0,40," United-States",0,0,0,0,0,0,1,0
40,13,7298,0,40," United-States",1,1,1,1,0,0,0,0
42,9,0,0,50," United-States",0,1,1,1,0,0,0,0
55,9,0,0,40," United-States",0,0,0,1,0,0,0,0
43,9,0,0,45," United-States",0,1,1,1,0,0,0,0
28,8,0,0,40," United-States",0,0,1,0,0,0,1,0
46,12,0,0,38," United-States",1,1,1,1,0,0,0,0
34,9,0,0,40," United-States",0,0,1,1,0,0,0,0
47,14,7688,0,38," United-States",1,1,0,1,0,0,0,0
43,14,0,0,40," United-States",0,0,0,1,0,0,0,0
24,10,0,0,25," United-States",0,0,0,0,0,0,1,0
21,7,0,0,40," Mexico",0,1,1,1,0,0,0,0
65,13,0,0,40," England",1,1,1,1,0,0,0,0
20,10,0,0,40," United-States",0,0,1,1,0,0,0,0
31,14,0,0,25," United-States",0,1,0,1,0,0,0,0
38,9,3464,0,40," United-States",0,1,1,1,0,0,0,0
22,10,0,0,40," United-States",0,0,1,1,0,0,0,0
20,10,0,0,20," United-States",0,0,0,0,0,0,0,1
44,10,0,0,60," United-States",0,1,1,1,0,0,0,0
44,14,0,0,40," United-States",0,1,0,1,0,0,0,0
41,16,0,0,60," United-States",1,1,1,1,0,0,0,0
38,9,0,2205,40," United-States",0,1,1,1,0,0,0,0
21,10,0,0,25," Germany",0,0,0,1,0,0,0,0
24,10,0,0,30," Ecuador",0,1,0,0,0,0,0,1
24,14,0,0,45," United-States",0,0,0,1,0,0,0,0
28,9,0,0,40," United-States",0,1,0,1,0,0,0,0
39,13,0,0,35," United-States",0,0,0,1,0,0,0,0
48,10,3325,0,40," United-States",0,1,1,1,0,0,0,0
24,9,0,0,40," United-States",0,0,1,1,0,0,0,0
50,9,0,0,35," South",1,1,1,0,1,0,0,0
50,10,4064,0,55," United-States",0,1,1,1,0,0,0,0
68,10,0,0,40," United-States",0,1,1,1,0,0,0,0
31,14,0,0,50," United-States",0,1,1,1,0,0,0,0
22,2,0,0,40," Guatemala",0,0,1,1,0,0,0,0
25,9,0,0,40," Poland",0,1,1,1,0,0,0,0
28,10,0,0,40," United-States",0,0,0,1,0,0,0,0
17,7,0,0,15," United-States",0,0,0,1,0,0,0,0
24,16,0,0,99," England",0,0,0,1,0,0,0,0
20,6,0,0,36," United-States",0,1,0,1,0,0,0,0
45,12,0,0,40," United-States",1,1,1,1,0,0,0,0
44,10,1506,0,45," United-States",0,1,0,1,0,0,0,0
57,4,0,0,40," United-States",0,1,1,1,0,0,0,0
33,13,0,1902,55," United-States",1,1,1,1,0,0,0,0
22,10,0,0,24," India",0,0,1,0,1,0,0,0
41,9,0,0,40," United-States",0,1,0,1,0,0,0,0
51,13,0,0,40," United-States",0,1,1,1,0,0,0,0
46,13,0,0,40," United-States",0,1,1,1,0,0,0,0
52,9,0,0,38," United-States",0,1,0,1,0,0,0,0
50,13,0,0,40," United-States",1,1,1,1,0,0,0,0
26,13,0,0,50," United-States",0,0,0,1,0,0,0,0
17,6,0,0,12," United-States",0,0,0,0,0,0,1,0
64,10,0,0,40," United-States",0,1,1,1,0,0,0,0
51,9,0,0,40," United-States",1,1,1,1,0,0,0,0
28,9,0,0,35," United-States",0,1,1,1,0,0,0,0
51,13,0,0,40," United-States",0,1,0,1,0,0,0,0
39,13,0,1762,40," United-States",0,1,1,1,0,0,0,0
48,10,0,0,32," United-States",0,1,0,1,0,0,0,0
44,10,0,0,40," United-States",1,1,0,1,0,0,0,0
47,7,0,0,40," United-States",0,1,1,1,0,0,0,0
52,9,0,0,40," United-States",0,0,0,1,0,0,0,0
58,10,0,0,39," United-States",0,0,0,1,0,0,0,0
19,7,0,0,40," United-States",0,0,0,1,0,0,0,0
40,13,0,0,40," United-States",1,1,1,1,0,0,0,0
23,10,0,0,40," United-States",0,0,1,1,0,0,0,0
31,13,0,0,40," Yugoslavia",0,1,1,1,0,0,0,0
40,12,0,0,40," United-States",1,1,1,1,0,0,0,0
48,10,0,0,38," United-States",1,1,1,1,0,0,0,0
46,14,0,0,50," United-States",1,1,0,1,0,0,0,0
32,9,3908,0,40," United-States",0,1,0,0,0,0,1,0
50,9,0,0,40," United-States",0,1,1,1,0,0,0,0
18,9,0,0,37," United-States",0,0,1,1,0,0,0,0
26,14,0,0,30," United-States",0,0,0,1,0,0,0,0
36,13,0,0,20," United-States",0,0,0,1,0,0,0,0
26,11,594,0,35," United-States",0,1,0,1,0,0,0,0
19,10,0,0,15," United-States",0,0,0,1,0,0,0,0
53,12,15024,0,40," United-States",1,1,1,1,0,0,0,0
54,10,0,0,41," United-States",0,0,1,0,0,0,1,0
29,10,0,0,6," United-States",0,1,0,1,0,0,0,0
37,14,0,0,38," United-States",1,0,0,1,0,0,0,0
40,11,0,0,50," United-States",1,1,1,1,0,0,0,0
36,10,0,0,40," United-States",0,0,0,0,0,0,1,0
18,8,0,0,30," United-States",0,0,0,1,0,0,0,0
44,7,0,0,40," United-States",0,1,1,0,0,0,1,0
36,9,0,0,35," United-States",0,1,0,0,0,0,1,0
69,16,0,0,50," United-States",1,1,1,1,0,0,0,0
17,8,0,0,7," United-States",0,0,1,1,0,0,0,0
38,11,0,0,40," United-States",1,1,1,1,0,0,0,0
27,9,0,0,40," United-States",0,0,1,0,0,0,1,0
52,12,0,0,40," United-States",0,1,1,1,0,0,0,0
24,12,0,0,35," United-States",0,0,1,1,0,0,0,0
57,13,0,0,40," United-States",0,1,0,1,0,0,0,0
19,6,0,0,40," United-States",0,0,0,1,0,0,0,0
38,9,0,0,50," United-States",0,1,1,0,0,1,0,0
46,4,0,1594,24," Guatemala",0,1,0,1,0,0,0,0
21,9,0,0,40," Mexico",1,1,1,1,0,0,0,0
29,10,0,0,40," Japan",0,0,0,1,0,0,0,0
26,9,0,0,70," United-States",0,1,1,1,0,0,0,0
28,9,0,0,55," United-States",0,1,1,1,0,0,0,0
26,10,0,0,40," United-States",0,1,0,1,0,0,0,0
49,13,0,0,40," United-States",0,1,1,1,0,0,0,0
28,13,0,0,55," United-States",0,1,1,1,0,0,0,0
57,10,0,0,40," United-States",0,1,1,1,0,0,0,0
60,4,0,0,40," United-States",0,1,1,1,0,0,0,0
38,9,0,0,42," United-States",0,1,1,1,0,0,0,0
51,9,3137,0,60," United-States",0,1,1,1,0,0,0,0
60,10,0,0,40," United-States",0,1,0,1,0,0,0,0
37,13,3411,0,47," United-States",0,1,1,1,0,0,0,0
44,9,0,0,40," United-States",0,0,0,0,0,0,1,0
19,10,0,0,25," United-States",0,0,0,1,0,0,0,0
59,14,0,0,35," Philippines",0,1,0,0,1,0,0,0
50,9,0,0,40," United-States",0,1,1,1,0,0,0,0
35,13,0,0,40," United-States",1,1,1,1,0,0,0,0
46,10,0,0,40," United-States",0,1,1,1,0,0,0,0
18,10,0,0,35," United-States",0,0,1,0,0,0,1,0
32,3,0,0,40," Mexico",0,1,1,0,0,1,0,0
32,11,0,0,40," United-States",0,1,0,1,0,0,0,0
39,9,0,0,40," United-States",1,1,1,1,0,0,0,0
25,9,0,0,40," United-States",0,0,0,1,0,0,0,0
30,14,15024,0,60," United-States",1,1,1,1,0,0,0,0
37,13,0,1977,40," United-States",1,1,1,1,0,0,0,0
38,10,0,0,80," United-States",1,1,1,1,0,0,0,0
36,12,0,0,37," United-States",0,1,0,1,0,0,0,0
56,10,0,0,40," United-States",1,1,1,1,0,0,0,0
35,13,0,0,40," United-States",1,0,1,1,0,0,0,0
56,9,0,0,41," United-States",0,1,1,1,0,0,0,0
17,6,0,0,14," United-States",0,0,1,1,0,0,0,0
46,14,0,1977,45," United-States",1,1,1,1,0,0,0,0
56,9,0,0,40," United-States",0,1,0,1,0,0,0,0
61,8,0,0,40," United-States",0,1,1,1,0,0,0,0
25,10,0,0,43," United-States",0,1,1,1,0,0,0,0
27,9,0,0,40," United-States",0,0,0,0,0,0,1,0
50,9,0,0,30," United-States",0,1,1,1,0,0,0,0
33,11,0,0,62," United-States",0,1,1,1,0,0,0,0
33,11,7298,0,40," United-States",1,1,1,1,0,0,0,0
38,10,0,0,60," United-States",0,0,1,1,0,0,0,0
51,7,0,0,40," United-States",0,1,1,1,0,0,0,0
27,12,0,0,42," United-States",0,0,1,1,0,0,0,0
49,14,0,0,16," United-States",0,0,0,1,0,0,0,0
26,9,0,0,40," United-States",0,1,0,0,0,0,1,0
42,14,0,0,60," United-States",1,1,1,1,0,0,0,0
37,13,0,1719,32," United-States",0,0,1,0,0,0,1,0
38,10,0,0,40," United-States",0,0,0,1,0,0,0,0
48,9,0,0,40," Mexico",1,1,1,1,0,0,0,0
33,9,4386,0,60," United-States",0,1,1,1,0,0,0,0
30,9,0,0,40," Ireland",0,0,1,1,0,0,0,0
25,13,0,0,50," United-States",0,0,0,1,0,0,0,0
50,13,0,0,40," United-States",1,1,1,1,0,0,0,0
54,9,0,0,36," United-States",1,1,1,1,0,0,0,0
37,7,0,0,40," United-States",0,1,1,1,0,0,0,0
59,13,15024,0,55," United-States",1,1,1,1,0,0,0,0
17,6,0,0,24," United-States",0,0,0,0,0,0,1,0
56,9,99999,0,40," United-States",1,0,0,1,0,0,0,0
57,9,0,0,38," United-States",0,1,1,1,0,0,0,0
33,6,0,0,20," United-States",0,0,1,0,0,0,1,0
41,14,0,0,65," United-States",0,1,1,1,0,0,0,0
45,13,0,0,40," Philippines",0,0,0,0,1,0,0,0
50,9,0,0,48," United-States",0,1,1,1,0,0,0,0
18,9,0,0,25," United-States",0,0,1,1,0,0,0,0
19,10,0,0,20," United-States",0,0,0,1,0,0,0,0
26,10,0,0,40," United-States",0,1,0,0,1,0,0,0
41,10,0,0,40," United-States",1,1,1,1,0,0,0,0
29,9,0,0,50," United-States",0,0,1,1,0,0,0,0
27,10,0,0,40," United-States",0,0,1,0,0,0,1,0
35,9,0,0,38," United-States",0,1,0,1,0,0,0,0
37,13,0,0,90," United-States",1,0,1,1,0,0,0,0
22,7,0,0,40," United-States",0,0,1,1,0,0,0,0
25,6,0,0,24," United-States",0,0,0,1,0,0,0,0
26,9,0,0,50," United-States",0,1,1,1,0,0,0,0
27,9,0,0,40," United-States",0,1,1,1,0,0,0,0
26,13,6849,0,65," United-States",0,0,1,1,0,0,0,0
51,9,0,0,40," United-States",0,1,1,1,0,0,0,0
45,9,0,0,40," United-States",1,1,1,0,1,0,0,0
60,9,0,0,40," United-States",0,1,1,1,0,0,0,0
35,10,0,0,55," United-States",1,1,1,1,0,0,0,0
24,9,0,0,40," United-States",0,0,1,1,0,0,0,0
40,9,0,0,40," Puerto-Rico",0,1,0,1,0,0,0,0
44,13,0,1977,50," United-States",1,1,1,0,0,0,1,0
65,9,1848,0,50," United-States",0,1,0,1,0,0,0,0
52,10,0,0,40," United-States",1,1,0,1,0,0,0,0
38,9,0,0,35," United-States",0,1,0,1,0,0,0,0
18,7,0,0,49," United-States",0,0,0,1,0,0,0,0
24,11,0,0,40," United-States",0,0,1,1,0,0,0,0
52,10,0,0,60," United-States",0,1,1,1,0,0,0,0
21,9,0,0,44," United-States",0,0,1,1,0,0,0,0
67,16,20051,0,40," United-States",1,1,1,1,0,0,0,0
64,10,0,0,8," United-States",0,0,0,1,0,0,0,0
25,10,0,0,40," United-States",0,0,1,0,0,0,1,0
34,14,0,0,50," United-States",1,1,1,1,0,0,0,0
39,9,0,0,50," United-States",0,1,1,1,0,0,0,0
26,9,0,0,52," United-States",0,0,1,1,0,0,0,0
19,6,0,0,25," United-States",0,0,1,1,0,0,0,0
35,9,0,0,50," United-States",1,1,1,1,0,0,0,0
26,14,0,0,40," United-States",0,0,0,1,0,0,0,0
38,9,0,0,35," United-States",0,1,1,1,0,0,0,0
45,10,0,0,65," United-States",0,1,1,1,0,0,0,0
18,7,0,0,28," United-States",0,0,0,1,0,0,0,0
51,10,0,0,63," United-States",0,1,0,1,0,0,0,0
36,9,0,0,28," United-States",0,1,0,0,0,0,1,0
37,11,4650,0,40," United-States",0,0,1,1,0,0,0,0
37,13,0,0,60," United-States",1,1,1,1,0,0,0,0
39,9,0,0,40," United-States",1,1,0,1,0,0,0,0
21,10,0,0,40," United-States",0,0,1,1,0,0,0,0
46,16,7688,0,45," United-States",1,1,1,1,0,0,0,0
33,9,0,0,35," United-States",0,1,0,1,0,0,0,0
23,13,0,0,40," United-States",0,0,0,0,0,0,1,0
52,9,0,0,40," United-States",0,1,1,0,0,0,1,0
28,9,0,0,40," United-States",0,0,0,1,0,0,0,0
23,10,0,0,40," United-States",0,0,1,1,0,0,0,0
48,10,0,0,40," United-States",1,1,1,1,0,0,0,0
17,7,0,0,20," United-States",0,0,0,1,0,0,0,0
22,10,0,0,3," United-States",0,0,0,1,0,0,0,0
40,9,0,0,40," United-States",0,1,1,1,0,0,0,0
90,6,0,0,40," United-States",0,1,1,1,0,0,0,0
28,9,0,0,40," United-States",0,1,0,1,0,0,0,0
44,9,0,0,40," United-States",0,1,1,1,0,0,0,0
29,13,7298,0,42," United-States",1,1,1,1,0,0,0,0
45,11,0,1977,50," United-States",1,1,1,1,0,0,0,0
43,9,0,0,40," Germany",1,1,1,0,0,0,1,0
49,13,0,0,40," United-States",1,1,1,1,0,0,0,0
27,13,0,0,50," United-States",0,0,1,1,0,0,0,0
60,9,0,0,40," United-States",0,1,0,1,0,0,0,0
33,9,0,0,40," Columbia",0,1,0,0,0,0,0,1
53,6,0,0,50," United-States",1,1,1,1,0,0,0,0
19,10,0,0,40," United-States",0,0,1,1,0,0,0,0
28,9,0,0,40," United-States",0,1,1,1,0,0,0,0
22,12,0,0,20," United-States",0,0,1,1,0,0,0,0
48,9,0,0,60," United-States",0,1,1,1,0,0,0,0
19,10,0,0,25," United-States",0,0,0,1,0,0,0,0
28,11,3137,0,40," United-States",0,1,0,1,0,0,0,0
58,10,0,0,40," United-States",0,1,1,0,0,0,1,0
19,10,0,0,25," United-States",0,0,0,1,0,0,0,0
22,10,0,0,40," United-States",0,0,1,1,0,0,0,0
52,15,0,0,50," United-States",1,1,1,1,0,0,0,0
31,13,0,0,50," United-States",0,1,1,1,0,0,0,0
50,16,3781,0,40," United-States",0,1,1,1,0,0,0,0
62,9,0,0,40," United-States",0,0,1,1,0,0,0,0
26,13,0,0,50," United-States",0,0,1,1,0,0,0,0
64,9,0,0,24," United-States",0,0,0,1,0,0,0,0
38,10,0,0,40," United-States",0,1,1,1,0,0,0,0
44,15,15024,0,80," United-States",1,1,1,1,0,0,0,0
28,9,0,0,40," United-States",0,1,0,1,0,0,0,0
19,9,0,0,52," United-States",0,0,0,1,0,0,0,0
39,9,0,0,10," United-States",0,0,0,1,0,0,0,0
50,6,0,0,40," United-States",1,1,1,1,0,0,0,0
39,14,0,0,40," United-States",1,1,0,1,0,0,0,0
36,13,0,0,40," United-States",0,0,1,1,0,0,0,0
39,11,0,0,49," United-States",0,1,1,1,0,0,0,0
51,12,0,0,25," United-States",0,0,0,1,0,0,0,0
28,9,0,0,32," United-States",0,0,0,1,0,0,0,0
57,15,0,0,30," United-States",1,1,1,1,0,0,0,0
40,15,0,0,40," United-States",0,1,0,0,0,0,1,0
27,10,0,0,40," Peru",0,1,0,1,0,0,0,0
32,10,0,1876,60," United-States",0,0,1,1,0,0,0,0
49,9,0,0,44," United-States",0,1,0,1,0,0,0,0
34,6,0,0,40," United-States",0,0,0,1,0,0,0,0
24,9,0,0,40," United-States",0,0,1,1,0,0,0,0
54,4,0,0,40," Guatemala",0,1,1,1,0,0,0,0
52,8,0,0,45," United-States",0,1,1,1,0,0,0,0
43,7,0,0,25," United-States",0,1,0,1,0,0,0,0
35,10,0,0,46," United-States",0,1,1,1,0,0,0,0
56,9,0,0,30," United-States",0,1,1,1,0,0,0,0
30,9,0,0,40," United-States",0,0,1,1,0,0,0,0
54,9,0,0,40," United-States",0,0,0,1,0,0,0,0
35,13,0,0,50," United-States",0,0,1,0,1,0,0,0
32,10,0,0,40," United-States",0,0,0,0,0,0,1,0
44,13,0,0,60," United-States",1,1,1,1,0,0,0,0
32,9,0,0,10," United-States",0,1,0,1,0,0,0,0
60,8,0,0,40," United-States",0,1,1,1,0,0,0,0
40,10,0,0,45," United-States",0,1,1,1,0,0,0,0
50,4,0,0,40," United-States",0,1,1,0,0,0,1,0
58,5,0,0,50," United-States",1,1,1,1,0,0,0,0
41,9,0,0,45," United-States",1,1,1,1,0,0,0,0
28,9,0,0,40," United-States",1,1,1,1,0,0,0,0
53,9,0,0,35," United-States",0,0,1,1,0,0,0,0
45,9,0,0,40," United-States",0,1,0,1,0,0,0,0
23,9,0,0,30," United-States",0,0,0,1,0,0,0,0
25,10,0,0,50," United-States",0,1,1,1,0,0,0,0
40,10,0,0,35," United-States",1,0,1,1,0,0,0,0
28,13,0,0,60," United-States",0,0,0,1,0,0,0,0
27,8,0,0,40," United-States",0,0,1,1,0,0,0,0
19,10,0,0,15," United-States",0,0,1,1,0,0,0,0
24,9,0,0,25," United-States",0,0,1,0,0,0,1,0
38,13,0,0,40," United-States",0,1,1,1,0,0,0,0
24,14,0,0,40," United-States",0,0,0,0,0,0,1,0
18,7,0,0,7," United-States",0,0,1,0,0,0,1,0
58,9,0,0,40," United-States",0,1,0,1,0,0,0,0
35,14,0,0,44," United-States",1,0,1,1,0,0,0,0
43,5,0,0,20," United-States",0,0,0,1,0,0,0,0
45,9,3137,0,35," United-States",0,1,1,0,0,0,1,0
24,9,0,0,40," Mexico",0,1,1,1,0,0,0,0
63,5,0,0,40," United-States",0,1,1,0,0,0,1,0
40,5,0,0,40," Mexico",0,1,1,1,0,0,0,0
21,13,0,0,20," United-States",0,0,1,1,0,0,0,0
20,10,0,0,40," United-States",0,1,1,1,0,0,0,0
42,9,7298,0,40," United-States",1,1,0,1,0,0,0,0
47,9,0,0,40," United-States",0,1,1,1,0,0,0,0
48,9,0,0,36," United-States",0,1,1,1,0,0,0,0
61,4,0,1651,40," United-States",0,1,1,1,0,0,0,0
35,13,0,0,40," United-States",1,1,1,1,0,0,0,0
46,10,0,0,20," United-States",0,1,0,1,0,0,0,0
18,8,0,0,25," United-States",0,0,1,1,0,0,0,0
28,13,0,0,50," United-States",1,0,1,1,0,0,0,0
20,9,0,0,20," United-States",0,0,0,1,0,0,0,0
28,9,0,0,40," United-States",0,1,1,1,0,0,0,0
57,9,0,0,40," United-States",0,1,1,1,0,0,0,0
56,4,0,0,40," United-States",0,1,1,1,0,0,0,0
33,9,0,0,40," United-States",0,1,1,1,0,0,0,0
19,9,0,0,40," United-States",0,0,1,1,0,0,0,0
29,9,0,0,40," United-States",0,1,1,1,0,0,0,0
30,10,0,0,55," Ecuador",0,0,1,1,0,0,0,0
53,13,0,0,57," United-States",0,1,0,1,0,0,0,0
25,2,0,0,40," Guatemala",0,0,0,1,0,0,0,0
44,9,0,0,38," United-States",0,1,1,1,0,0,0,0
22,10,0,0,28," United-States",0,1,1,1,0,0,0,0
40,9,0,0,40," United-States",0,1,1,1,0,0,0,0
30,4,0,0,40," Mexico",0,1,1,1,0,0,0,0
51,11,0,0,38," United-States",0,1,0,1,0,0,0,0
17,7,0,0,24," United-States",0,0,0,1,0,0,0,0
46,13,0,0,40," United-States",1,1,1,1,0,0,0,0
50,10,0,0,40," United-States",1,1,1,1,0,0,0,0
34,10,0,0,50," United-States",0,0,0,1,0,0,0,0
41,13,0,0,40," United-States",0,1,1,1,0,0,0,0
32,13,0,0,40," United-States",0,0,1,0,0,0,0,1
32,9,0,0,40," United-States",0,1,1,1,0,0,0,0
47,10,0,0,70," United-States",0,1,1,1,0,0,0,0
50,10,0,0,40," United-States",0,1,1,1,0,0,0,0
77,4,0,0,23," United-States",0,0,0,1,0,0,0,0
33,9,0,0,40," United-States",0,1,1,1,0,0,0,0
47,9,0,0,48," United-States",0,1,1,1,0,0,0,0
64,7,0,0,40," United-States",0,1,1,1,0,0,0,0
34,9,0,0,50," United-States",0,1,1,1,0,0,0,0
34,9,0,0,35," United-States",0,0,0,0,0,0,1,0
67,14,15831,0,72," United-States",1,0,0,1,0,0,0,0
37,9,0,0,40," United-States",0,0,1,1,0,0,0,0
34,13,0,0,40," United-States",1,1,1,1,0,0,0,0
50,16,0,0,64," United-States",0,1,1,1,0,0,0,0
60,13,0,0,45," United-States",1,1,1,1,0,0,0,0
46,13,0,0,43," United-States",0,1,0,1,0,0,0,0
44,13,7298,0,40," United-States",1,1,1,1,0,0,0,0
43,9,0,0,44," Poland",0,1,0,1,0,0,0,0
48,14,0,0,40," El-Salvador",1,1,1,1,0,0,0,0
36,9,2907,0,40," Nicaragua",0,0,0,1,0,0,0,0
48,10,0,0,43," United-States",0,0,0,1,0,0,0,0
37,10,0,0,40," United-States",0,1,1,1,0,0,0,0
51,14,0,0,40," United-States",1,1,1,1,0,0,0,0
52,14,0,0,45," United-States",1,1,1,1,0,0,0,0
27,3,0,0,20," Vietnam",0,0,0,0,1,0,0,0
43,14,0,0,40," United-States",1,1,1,1,0,0,0,0
23,9,0,0,25," United-States",0,0,1,0,0,0,1,0
66,12,5556,0,40," Yugoslavia",1,1,1,1,0,0,0,0
37,6,2635,0,40," United-States",0,1,0,1,0,0,0,0
35,10,0,0,40," United-States",0,0,0,1,0,0,0,0
42,13,5178,0,40," United-States",1,1,1,1,0,0,0,0
49,6,0,0,38," Peru",0,0,0,1,0,0,0,0
51,13,0,0,40," United-States",1,1,0,1,0,0,0,0
71,9,0,0,9," United-States",0,0,1,1,0,0,0,0
50,14,0,1902,40," United-States",1,1,0,1,0,0,0,0
63,9,0,0,40," United-States",0,0,0,1,0,0,0,0
41,14,0,0,35," United-States",0,0,0,1,0,0,0,0
24,10,0,0,40," United-States",0,0,0,1,0,0,0,0
41,10,0,0,45," United-States",0,1,0,1,0,0,0,0
33,12,0,0,40," United-States",0,1,1,1,0,0,0,0
42,10,0,0,40," United-States",0,1,1,0,0,0,1,0
23,13,0,0,40," United-States",0,0,1,0,1,0,0,0
49,11,0,0,38," United-States",0,1,0,1,0,0,0,0
28,8,0,0,40," United-States",0,1,1,1,0,0,0,0
31,3,0,0,56," Mexico",0,1,1,1,0,0,0,0
28,13,0,0,35," United-States",0,0,1,0,0,0,1,0
37,7,0,0,25," United-States",0,1,1,1,0,0,0,0
19,10,0,0,40," United-States",0,0,1,1,0,0,0,0
51,13,0,0,26," United-States",0,1,1,1,0,0,0,0
25,11,0,0,41," United-States",0,1,1,1,0,0,0,0
49,9,0,0,50," United-States",0,1,1,1,0,0,0,0
47,9,0,0,45," United-States",0,1,0,1,0,0,0,0
48,9,0,0,40," United-States",0,1,1,1,0,0,0,0
41,9,0,0,40," United-States",0,1,0,1,0,0,0,0
32,9,0,0,40," United-States",0,1,0,1,0,0,0,0
46,9,0,0,40," United-States",0,1,1,0,0,0,1,0
17,6,0,0,20," United-States",0,0,0,1,0,0,0,0
34,7,0,0,43," United-States",0,1,1,1,0,0,0,0
44,9,0,0,30," United-States",0,0,0,1,0,0,0,0
23,12,0,0,20," United-States",0,0,0,1,0,0,0,0
35,10,4650,0,20," United-States",0,0,1,0,1,0,0,0
30,13,4865,0,40," United-States",0,0,1,1,0,0,0,0
34,13,0,0,45," Jamaica",0,1,1,1,0,0,0,0
34,15,0,0,40," United-States",1,1,1,1,0,0,0,0
39,11,0,0,40," United-States",0,1,1,1,0,0,0,0
28,11,2407,0,40," United-States",0,1,1,1,0,0,0,0
53,14,7688,0,70," United-States",1,1,1,1,0,0,0,0
34,7,0,0,40," United-States",0,0,1,1,0,0,0,0
21,9,0,0,40," United-States",0,0,1,1,0,0,0,0
53,4,0,0,45," United-States",0,1,1,1,0,0,0,0
54,14,0,0,50," United-States",1,1,1,1,0,0,0,0
32,10,0,0,40," United-States",0,1,0,1,0,0,0,0
39,13,0,0,35," United-States",0,0,1,1,0,0,0,0
39,10,0,0,40," United-States",0,1,0,1,0,0,0,0
29,9,0,0,40," Germany",0,1,1,1,0,0,0,0
29,9,0,0,40," United-States",0,1,0,1,0,0,0,0
43,9,0,0,42," United-States",1,1,1,1,0,0,0,0
39,14,0,0,40," United-States",0,1,1,1,0,0,0,0
45,10,0,0,40," United-States",0,1,0,1,0,0,0,0
36,10,0,0,40," United-States",0,1,1,1,0,0,0,0
43,10,594,0,20," Mexico",0,1,0,1,0,0,0,0
31,9,0,0,58," United-States",0,0,0,0,0,0,1,0
39,9,0,0,60," United-States",1,1,1,1,0,0,0,0
32,13,0,1902,32," United-States",1,1,0,1,0,0,0,0
45,9,0,0,40," United-States",1,1,1,0,0,0,1,0
19,9,0,0,50," United-States",0,0,1,1,0,0,0,0
43,10,0,0,48," United-States",1,1,1,1,0,0,0,0
32,11,0,0,40," United-States",0,1,1,1,0,0,0,0
43,13,0,0,60," United-States",0,0,0,1,0,0,0,0
34,13,0,0,27," United-States",0,1,1,1,0,0,0,0
66,10,0,0,40," United-States",0,1,1,1,0,0,0,0
37,11,0,1887,40," United-States",1,1,1,1,0,0,0,0
46,12,0,0,40," United-States",0,1,0,1,0,0,0,0
23,13,0,0,40," United-States",0,0,0,1,0,0,0,0
41,13,0,0,40," United-States",1,0,1,1,0,0,0,0
55,9,3103,0,40," United-States",1,1,1,1,0,0,0,0
35,15,0,0,50," United-States",1,1,1,1,0,0,0,0
37,13,0,0,55," United-States",1,1,1,1,0,0,0,0
43,13,0,0,42," United-States",1,1,1,1,0,0,0,0
30,11,0,0,60," United-States",0,0,1,1,0,0,0,0
36,14,0,0,60," United-States",1,1,0,1,0,0,0,0
54,13,0,0,40," United-States",1,1,1,1,0,0,0,0
36,13,0,0,50," United-States",1,1,1,1,0,0,0,0
78,13,0,2392,40," United-States",1,1,1,1,0,0,0,0
77,13,0,0,50," United-States",1,1,1,1,0,0,0,0
28,9,0,0,40," Philippines",0,1,0,0,1,0,0,0
39,9,0,0,72," United-States",1,1,1,1,0,0,0,0
37,13,0,0,40," Philippines",0,1,1,0,1,0,0,0
34,11,7298,0,45," United-States",1,1,1,1,0,0,0,0
